column id ,Utility ID,Utility Name,Plant Name,State,,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Operating Month,Operating Year,Operating_Date,Retirement Month,Retirement Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Bifacial?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
1720,59755,"Murphy Flat Power, LLC",Murphy Flat Solar,ID,Idaho,Owyhee,IPMF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,4,2017,2017-04-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,26.0,Y,,,,,,N, ,N, 
1721,59756,"Orchard Ranch Solar, LLC",Orchard Ranch Solar,ID,Idaho,Ada,IPOR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,3,2017,2017-03-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,26.0,Y,,,,,,N, ,N, 
1722,59757,American Falls Solar LLC,American Falls Solar,ID,Idaho,Power,IPAF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,3,2017,2017-03-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,26.0,Y,,,,,,N, ,N, 
1723,59758,"American Falls Solar II, LLC",American Falls Solar II,ID,Idaho,Power,IPAF2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,3,2017,2017-03-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,26.0,Y,,,,,,N, ,N, 
1724,6452,Florida Power & Light Co,Manatee Solar Energy Center,FL,Florida,Manatee,1,OP,Solar Photovoltaic,PV,Electric Utility,1,74.5,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,20.0,114.7,Y,,,,,N,N, ,N, 
1725,5109,DTE Electric Company,Domino Farms Solar,MI,Michigan,Washtenaw,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,1.1,Y,,,,,,N, ,N, 
1726,5109,DTE Electric Company,Greenwood Solar Farm,MI,Michigan,St Clair,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.4,1,2016,2016-01-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,2.0,Y,,,,,,N, ,N, 
1727,64994,SolRiver Capital LLC,McLean Homestead,NC,North Carolina,Scotland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,8,2023,2023-08-01,N/A,N/A,,Y,,N,,,,,,,,0.0, ,6.1,Y,,,,,,N, ,N, 
1728,63621,CVI CleanCapital Solar 6,Oxford,MA,Massachusetts,Worcester,OXFRD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.8,7,2014,2014-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,3.5,Y,,,,,,Y,3.5,N, 
1729,59766,"SR Jenkins, LLC",SR Jenkins Ft Lupton,CO,Colorado,Weld,FTLUP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.0,5,2016,2016-05-01,N/A,N/A,,Y,,,,,,,,,,180.0,45.0,18.1,,Y,,,,,N, ,N, 
1730,59764,"Waipio PV, LLC",Waipio Solar,HI,Hawaii,Honolulu,WPO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,45.9,9,2019,2019-09-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,59.9,,Y,,,,,N, ,N, 
1731,63249,Terraform Arcadia,Little Rock Pham Solar,CA,California,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,4.2,,Y,,,,,Y,4.2,N, 
1732,61012,AES Distributed Energy,Adera Solar,CA,California,Madera,ADERA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,26.5,Y,,,,,,N, ,N, 
1733,64994,SolRiver Capital LLC,Shorthorn Holdings,SC,South Carolina,Marlboro,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.9,8,2023,2023-08-01,N/A,N/A,,,,,,,,,,,, , ,12.9,,,,,,,N, ,N, 
1734,57365,Consolidated Edison Solutions Inc.,CES VMT Solar,MD,Maryland,Washington,VMMD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,7,2015,2015-07-01,N/A,N/A,,,,Y,,,,,,,,200.0,7.0,1.3,Y,,,,,,Y,1.3,N, 
1735,58468,Dominion Renewable Energy,Pecan Solar,NC,North Carolina,Northampton,PECAN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,74.9,12,2018,2018-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,111.3,,Y,,,,,N, ,N, 
1736,59773,"SunE Solar XVI Lessor, LLC",SunE Rochester,CA,California,San Bernardino,RCHTR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,8,2016,2016-08-01,N/A,N/A,,,,Y,,,,,,,,180.0,11.0,1.1,Y,,,,,,N, ,N, 
1737,61423,"California Flats Solar 130, LLC","CA Flats Solar 130, LLC",CA,California,San Luis Obispo,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,130.0,11,2017,2017-11-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,172.6,,Y,,,,,N, ,N, 
1738,61230,"Arevon Energy, Inc.","CA Flats Solar 150, LLC",CA,California,San Luis Obispo,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,150.0,2,2019,2019-02-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,201.0,,Y,,,,,N, ,N, 
1739,59775,"Solar Star California XXXI, LLC",Tequesquite Landfill Solar PV Project,CA,California,Riverside,RPU1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.3,10,2015,2015-10-01,N/A,N/A,,Y,,N,,,,,,,,180.0,7.5,9.4,Y,,,,,,N, ,N, 
1740,58491,"Luminace Solar Holding, LLC",CCBC-Catonsville,MD,Maryland,Howard,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,177.0,10.0,2.3,Y,,,,,,Y,2.3,N, 
1741,58491,"Luminace Solar Holding, LLC",Owens Corning Headquarters,OH,Ohio,Lucas,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.1,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,186.0,7.0,2.4,Y,,,,,,Y,2.4,N, 
1742,59776,"Frontier Solar, LLC",Frontier Solar LLC,CA,California,Stanislaus,FTRS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,6,2016,2016-06-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,28.0,Y,,,,,,N, ,N, 
1743,61112,"Cuyama Solar, LLC","Cuyama Solar, LLC",CA,California,Santa Barbara,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,40.0,11,2017,2017-11-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,56.1,Y,,,,,,N, ,N, 
1744,59777,"Buckthorn Westex, LLC",Buckthorn Westex,TX,Texas,Pecos,BKTH1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,154.0,5,2018,2018-05-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,202.0,,Y,,,,,N, ,N, 
1745,65411,Duke Energy Renewables Services,Shoreham Solar Commons,NY,New York,Suffolk,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,24.9,7,2018,2018-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,32.0,Y,,,,,,N, ,N, 
1746,58135,Ecos Energy LLC,Portage Solar,IN,Indiana,Porter,PV7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,11,2012,2012-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,2.0,Y,,,,,,N, ,N, 
1747,58135,Ecos Energy LLC,Middlebury Solar,IN,Indiana,Elkhart,PV6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,11,2012,2012-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,2.0,Y,,,,,,N, ,N, 
1748,61060,Cypress Creek Renewables,"TWE Chocowinity Solar, LLC",NC,North Carolina,Beaufort,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.5,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,4.9,Y,,,,,,N, ,N, 
1749,61060,Cypress Creek Renewables,Innovative Solar 10,NC,North Carolina,Haywood,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,10,2015,2015-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.9,Y,,,,,,N, ,N, 
1750,61060,Cypress Creek Renewables,"Innovative Solar 18, LLC",NC,North Carolina,Rutherford,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.7,Y,,,,,,N, ,N, 
1751,61060,Cypress Creek Renewables,"Innovative Solar 26, LLC",NC,North Carolina,Burke,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.6,Y,,,,,,N, ,N, 
1752,61060,Cypress Creek Renewables,"Innovative Solar 63, LLC",NC,North Carolina,Greene,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,2,2016,2016-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.5,Y,,,,,,N, ,N, 
1753,19497,United Illuminating Co,UI RCP Bridgeport Seaside,CT,Connecticut,Fairfield,BPPV,OP,Solar Photovoltaic,PV,Electric Utility,1,2.2,4,2016,2016-04-01,N/A,N/A,,Y,,,,,,,,,,180.0,20.0,2.8,Y,,,,,,N, ,N, 
1754,61060,Cypress Creek Renewables,Innovative Solar 16,NC,North Carolina,Henderson,FLS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,10,2015,2015-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.5,Y,,,,,,N, ,N, 
1755,59785,"Syncarpha Palmer, LLC","Syncarpha Palmer, LLC",MA,Massachusetts,Hampden,SYNPA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.8,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,N,180.0,25.0,6.0,Y,,,,,,N, ,Y,6.0
1756,59788,Steel Bridge Solar. LLC,"Steel Bridge Solar, LLC",OR,Oregon,Polk,STEEL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2,2016,2016-02-01,N/A,N/A,,,,Y,,,,,,,,182.0,25.0,2.9,Y,,,,,,N, ,N, 
1757,59790,"River Bend Solar, LLC","River Bend Solar, LLC",AL,Alabama,Lauderdale,RVRBN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,75.0,9,2016,2016-09-01,N/A,N/A,,Y,,,,,,,,,,270.0,17.0,100.2,Y,N,,,,,N, ,N, 
1758,59791,Lindberg Field Solar I LLC,Lindberg FIeld Solar,CA,California,San Diego,SDIA2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,2,2016,2016-02-01,N/A,N/A,,,,Y,,,,,,,,185.0,10.0,2.1,Y,,,,,,N, ,N, 
1759,59791,Lindberg Field Solar I LLC,Lindberg FIeld Solar,CA,California,San Diego,SDIAA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.6,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,181.0,10.0,0.6,Y,,,,,,N, ,N, 
1760,59791,Lindberg Field Solar I LLC,Lindberg FIeld Solar,CA,California,San Diego,SDIAB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,181.0,10.0,0.6,Y,,,,,,N, ,N, 
1761,6452,Florida Power & Light Co,Citrus Solar Energy Center Hybrid,FL,Florida,DeSoto,1,OP,Solar Photovoltaic,PV,Electric Utility,1,74.5,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,20.0,114.7,Y,,,,,N,N, ,N, 
1762,59789,"Avalon Solar Partners II, LLC",Avalon Solar II,AZ,Arizona,Pima,ASII,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,3,2016,2016-03-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,21.5,Y,,,,,,N, ,N, 
1763,59802,"Live Oak Solar, LLC","Live Oak Solar, LLC",GA,Georgia,Candler,LVEOK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,51.0,12,2016,2016-12-01,N/A,N/A,,Y,,Y,,,,,,,,200.0,17.0,76.5,Y,,,,,,N, ,N, 
1764,59803,"White Pine Solar, LLC","White Pine Solar, LLC",GA,Georgia,Taylor,WHTPN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,101.2,7,2016,2016-07-01,N/A,N/A,,,,Y,,,,,,,,200.0,17.0,148.5,Y,,,,,,N, ,N, 
1765,59804,"Federal Road Solar 1, LLC","Federal Road Solar 1, LLC CSG",MA,Massachusetts,Plymouth,FEDRD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.4,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.0,Y,,,,,,N, ,Y,6.0
1766,59805,"BWC Swan Pond River, LLC",BWC Swan Pond River CSG,MA,Massachusetts,Bristol,SPRMA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.4,Y,,,,,,N, ,Y,2.4
1767,59806,"Grand View PV Solar Two, LLC",Grand View Solar Two,ID,Idaho,Elmore,GVS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,60.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,81.0,Y,,,,,,N, ,N, 
1768,59806,"Grand View PV Solar Two, LLC",Grand View Solar Two,ID,Idaho,Elmore,GVS5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,27.0,Y,,,,,,N, ,N, 
1769,6455,"Duke Energy Florida, LLC",Perry Solar Facility,FL,Florida,Taylor,XXXXX,OP,Solar Photovoltaic,PV,Electric Utility,1,5.1,8,2016,2016-08-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.7,Y,,,,,,N, ,N, 
1770,59825,"Neisler Street Solar I, LLC",Neisler Street Solar,NC,North Carolina,Cleveland,NSS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,8,2015,2015-08-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.9,Y,,,,,,N, ,N, 
1771,59822,"Syncarpha Massachusetts, LLC",Leominster,MA,Massachusetts,Worcester,SNLEO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,5,2015,2015-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,2.5,Y,,,,,,N, ,Y,2.5
1772,59823,"Syncarpha North Adams, LLC",North Adams Landfill,MA,Massachusetts,Berkshire,SNNOA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,10,2015,2015-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,3.5,Y,,,,,,N, ,Y,3.5
1773,59824,"Fisher Road Solar I, LLC",Fisher Road Solar,MA,Massachusetts,Bristol,SYFRS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.6,5,2015,2015-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.0,Y,,,,,,N, ,Y,6.0
1774,59826,"Syncarpha Bondsville, LLC",Palmer Landfill,MA,Massachusetts,Hampden,SYNPL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,5.0,Y,,,,,,N, ,Y,5.0
1775,56769,Consolidated Edison Development Inc.,CED Avenal,CA,California,Kings,AVCA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.8,1,2017,2017-01-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,21.4,Y,,,,,,N, ,N, 
1776,56769,Consolidated Edison Development Inc.,CED Ducor 1,CA,California,Tulare,DU1CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, 
1777,56769,Consolidated Edison Development Inc.,CED Ducor 2,CA,California,Tulare,DU2CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, 
1778,56769,Consolidated Edison Development Inc.,CED Ducor 3,CA,California,Tulare,DU3CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,20.0,Y,,,,,,N, ,N, 
1779,56769,Consolidated Edison Development Inc.,CED Ducor 4,CA,California,Tulare,DU4CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,26.0,Y,,,,,,N, ,N, 
1780,59831,"White Oak Solar, LLC","White Oak Solar, LLC",GA,Georgia,Burke,WHTOK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,76.5,7,2016,2016-07-01,N/A,N/A,,,,Y,,,,,,,,200.0,17.0,112.6,Y,,,,,,N, ,N, 
1781,20323,"Wellhead Services, Inc",Fresno Solar,CA,California,Fresno,PV-S,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,10,2015,2015-10-01,N/A,N/A,,Y,,,,,,,,,N,90.0, ,1.6,Y,,,,,,N, ,N, 
1782,20323,"Wellhead Services, Inc",Fresno Solar,CA,California,Fresno,PV-W,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,10,2015,2015-10-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,1.6,Y,,,,,,N, ,N, 
1783,57313,Tesla Inc.,AVS Lancaster 1,CA,California,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.7,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,5.0,Y,,,,,,Y,5.0,N, 
1784,57313,Tesla Inc.,US-TOPCO (Soccer Center),CA,California,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,3.7,Y,,,,,,Y,3.7,N, 
1785,59838,"SunE DB27, LLC",Elkton Solar,MD,Maryland,Cecil,ELKTN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,2.1,Y,,,,,,N, ,N, 
1786,61230,"Arevon Energy, Inc.","Kingbird B Solar, LLC",CA,California,Kern,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,4,2016,2016-04-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,25.3,,Y,,,,,N, ,N, 
1787,59843,"Blythe Solar II, LLC","Blythe Solar II, LLC",CA,California,Riverside,BLCK4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,33.2,7,2016,2016-07-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,41.0,Y,,,,,,N, ,N, 
1788,59843,"Blythe Solar II, LLC","Blythe Solar II, LLC",CA,California,Riverside,BLCK5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,33.9,8,2016,2016-08-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,41.5,Y,,,,,,N, ,N, 
1789,59843,"Blythe Solar II, LLC","Blythe Solar II, LLC",CA,California,Riverside,BLCK6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,32.0,9,2016,2016-09-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,39.5,Y,,,,,,N, ,N, 
1790,59843,"Blythe Solar II, LLC","Blythe Solar II, LLC",CA,California,Riverside,BLCK7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,32.1,10,2016,2016-10-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,39.5,Y,,,,,,N, ,N, 
1791,59842,"Blythe Solar 110, LLC","Blythe Solar 110, LLC",CA,California,Riverside,BLCK1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,38.7,3,2016,2016-03-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,54.0,Y,,,,,,N, ,N, 
1792,59842,"Blythe Solar 110, LLC","Blythe Solar 110, LLC",CA,California,Riverside,BLCK2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,36.3,4,2016,2016-04-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,51.0,Y,,,,,,N, ,N, 
1793,59842,"Blythe Solar 110, LLC","Blythe Solar 110, LLC",CA,California,Riverside,BLCK3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.8,4,2016,2016-04-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,49.0,Y,,,,,,N, ,N, 
1794,59844,"Blythe Solar III, LLC","Blythe Solar III, LLC Hybrid",CA,California,Riverside,BLSL3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,136.8,5,2020,2020-05-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,154.0,Y,,,,,,N, ,N, 
1795,59845,"Blythe Solar IV, LLC","Blythe Solar IV, LLC",CA,California,Riverside,BLS4A,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,68.7,11,2020,2020-11-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,77.0,Y,,,,,,N, ,N, 
1796,59845,"Blythe Solar IV, LLC","Blythe Solar IV, LLC",CA,California,Riverside,BLS4B,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,68.7,11,2020,2020-11-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,77.0,Y,,,,,,N, ,N, 
1797,57313,Tesla Inc.,Town of Chestertown- Chestertown WWTP,MD,Maryland,Kent,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,30.0,1.3,Y,,,,,,Y,1.3,N, 
1798,57313,Tesla Inc.,Onondaga County - Metro Water Board,NY,New York,Onondaga,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,2,2016,2016-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,10.0,1.4,Y,,,,,,Y,1.4,N, 
1799,57313,Tesla Inc.,Onondaga County - Oak Orchard WWTP,NY,New York,Onondaga,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,11,2017,2017-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,20.0,2.5,Y,,,,,,Y,2.5,N, 
1800,57313,Tesla Inc.,"Hewlett-Packard (HP) - Andover, MA",MA,Massachusetts,Essex,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,6,2017,2017-06-01,N/A,N/A,,Y,,,,,,,,,,150.0,12.0,2.3,Y,,,,,,Y,2.3,N, 
1801,61119,"SRE Utility Solar 1, LLC","Shelby Randolph Road Solar 1, LLC",NC,North Carolina,Cleveland,SRR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,2.7,Y,,,,,,N, ,N, 
1802,61119,"SRE Utility Solar 1, LLC","Lafayette Solar I, LLC",NC,North Carolina,Cleveland,LAF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,10.0,2.5,Y,,,,,,N, ,N, 
1803,61119,"SRE Utility Solar 1, LLC","Rockingham Solar, LLC",NC,North Carolina,Richmond,ROCK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,11,2015,2015-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.8,Y,,,,,,N, ,N, 
1804,61119,"SRE Utility Solar 1, LLC","York Road Solar I, LLC",NC,North Carolina,Cleveland,YORK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.6,Y,,,,,,N, ,N, 
1805,61119,"SRE Utility Solar 1, LLC","SID Solar I, LLC",NC,North Carolina,Cleveland,SID,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,10.0,6.4,Y,,,,,,N, ,N, 
1806,57313,Tesla Inc.,Town of Needham VNEM CSG,MA,Massachusetts,Norfolk,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,2,2016,2016-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,3.6,Y,,,,,,N, ,Y,3.6
1807,57313,Tesla Inc.,Williamsburg Solar LLC VNEM CSG,MA,Massachusetts,Hampshire,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,2,2016,2016-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,3.0,Y,,,,,,N, ,Y,3.0
1808,57313,Tesla Inc.,Oregon Convention Center,OR,Oregon,Multnomah,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.4,7,2016,2016-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,2.0,2.0,Y,,,,,,Y,2.0,N, 
1809,57313,Tesla Inc.,Jackson Board of Education-Liberty HS,NJ,New Jersey,Ocean,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,7,2016,2016-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.4,Y,,,,,,Y,1.4,N, 
1810,57313,Tesla Inc.,Oneida County- DPW,NY,New York,Oneida,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,10,2017,2017-10-01,N/A,N/A,,N,,Y,,,,,,,,180.0,25.0,2.0,Y,,,,,,Y,2.0,N, 
1811,57313,Tesla Inc.,Town of Halfmoon,NY,New York,Saratoga,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,6,2017,2017-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,1.3,Y,,,,,,Y,1.3,N, 
1812,57313,Tesla Inc.,"BJ's Wholesale Club, Inc- Uxbridge",MA,Massachusetts,Worcester,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,7,2017,2017-07-01,N/A,N/A,,Y,,,,,,,,,,165.0,12.0,1.3,Y,,,,,,Y,1.3,N, 
1813,4254,Consumers Energy Co - (MI),Western Michigan Solar Gardens,MI,Michigan,Kalamazoo,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,8,2016,2016-08-01,N/A,N/A,,,,Y,,,,,,,N,180.0,25.0,1.1,Y,,,,,N,N, ,N, 
