column id ,Utility ID,Utility Name,Plant Name,State,,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Operating Month,Operating Year,Operating_Date,Retirement Month,Retirement Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Bifacial?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
1625,59648,Lockheed Martin Solar System,Lockheed Martin Solar System,FL,Florida,Pinellas,LMSOL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,5.0,2.2,Y,,,,,,N, ,N, 
1626,61230,"Arevon Energy, Inc.",Kingbird A Solar LLC,CA,California,Kern,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,4,2016,2016-04-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,25.3,,Y,,,,,N, ,N, 
1627,65902,"Little Bear Solar 1, LLC (Longroad)","Little Bear Solar 1, LLC",CA,California,Fresno,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,40.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,53.6,,Y,,,,,Y,40.0,N, 
1628,59660,"Solar Star California XXXII, LLC",UC Davis South Campus,CA,California,Yolo,UCD1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,13.0,3,2015,2015-03-01,N/A,N/A,,Y,,N,,,,,,,,180.0, ,16.3,Y,,,,,,N, ,N, 
1629,59286,Heliovaas LLC,Lowell Solar Landfill,MA,Massachusetts,Middlesex,PV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,12,2013,2013-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,1.5,Y,,,,,,N, ,Y,1.5
1630,60453,Onward Energy,Richland Solar Center,GA,Georgia,Twiggs,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,33.4,Y,,,,,,N, ,N, 
1631,59973,Marshall Solar Energy Project,Marshall Solar Energy Project,MN,Minnesota,Lyon,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,62.3,1,2017,2017-01-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,93.4,Y,,,,,N,N, ,N, 
1632,7140,Georgia Power Co,Marine Corps Logistics Base Solar,GA,Georgia,Dougherty,1,OP,Solar Photovoltaic,PV,Electric Utility,1,31.0,2,2018,2018-02-01,N/A,N/A,,,,Y,,,,,,,,185.0,18.0,43.2,Y,,,,,,N, ,N, 
1633,61785,EDP Renewables North America LLC,Windhub Solar A LLC,CA,California,Kern,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2019,2019-12-01,N/A,N/A,,Y,,N,,,,,,,,90.0, ,25.0,,Y,,,,,N, ,N, 
1634,61943,"North Rosamond Solar, LLC",North Rosamond Solar LLC,CA,California,Kern,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,151.1,6,2019,2019-06-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,182.5,,Y,,,,,N, ,N, 
1635,62710,"DG LF Solar, LLC",Kings Park Solar I,NY,New York,Suffolk,KIPS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2,2019,2019-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,3.0,Y,,,,,,N, ,N, 
1636,62710,"DG LF Solar, LLC",Kings Park Solar II,NY,New York,Suffolk,KIPS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2,2019,2019-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,3.0,Y,,,,,,N, ,N, 
1637,59365,Capital Power Corporation,"Beaufort Solar, LLC",NC,North Carolina,Beaufort,GEN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,175.0,20.0,20.0,Y,,,,,,N, ,N, 
1638,17650,Southern Power Co,Butler Solar Farm 20,GA,Georgia,Taylor,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,22.0,2,2016,2016-02-01,N/A,N/A,,N,,Y,,,,,,,,197.2,25.0,29.0,,Y,,,,,N, ,N, 
1639,17650,Southern Power Co,Pawpaw Solar Plant,GA,Georgia,Taylor,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.5,3,2016,2016-03-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,42.5,Y,,,,,,N, ,N, 
1640,17650,Southern Power Co,Butler Solar Project 103,GA,Georgia,Taylor,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,104.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,141.5,,Y,,,,,N, ,N, 
1641,17650,Southern Power Co,Taylor County Solar,GA,Georgia,Taylor,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,148.0,11,2016,2016-11-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,180.0,,Y,,,,,N, ,N, 
1642,59672,"SunEnergy1-Scotland Neck, LLC","SunEnergy1-Scotland Neck, LLC",NC,North Carolina,Halifax,SE1SN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,12,2014,2014-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,4.2,Y,,,,,,N, ,N, 
1643,59673,Choco Solar LLC,"Choco Solar, LLC",NC,North Carolina,Beaufort,CHOCO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2014,2014-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,7.0,Y,,,,,,N, ,N, 
1644,56769,Consolidated Edison Development Inc.,Corcoran Solar 3,CA,California,Kings,C3CA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,2,2016,2016-02-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,28.3,Y,,,,,,N, ,N, 
1645,59674,Albertson Solar LLC,Albertson Solar LLC,NC,North Carolina,Duplin,ALBRT,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,7,2015,2015-07-01,N/A,N/A,,Y,,,,,,,,,,180.0,90.0,7.0,Y,,,,,,N, ,N, 
1646,19876,Virginia Electric & Power Co,Western Branch High School,VA,Virginia,Chesapeake City,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,4,2016,2016-04-01,N/A,N/A,N,,,Y,,,,,,,,232.0,12.0,0.8,Y,,,,,,N, ,N, 
1647,19876,Virginia Electric & Power Co,Merck,VA,Virginia,Rockingham,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.1,6,2017,2017-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.2,Y,,,,,,N, ,N, 
1648,61012,AES Distributed Energy,Mount Olive Solar,NC,North Carolina,Wayne,2MWPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.8,Y,,,,,,N, ,N, 
1649,65164,CleanCapital Holdings,"KDC Solar PR1, LLC",NJ,New Jersey,Ocean,SF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,17.0,6,2019,2019-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,23.4,Y,,,,,,Y,23.4,N, 
1650,19876,Virginia Electric & Power Co,Philip Morris,VA,Virginia,Chesterfield,1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.0,3,2016,2016-03-01,N/A,N/A,,N,,Y,,,,,,,,176.0,25.0,2.4,Y,,,,,,N, ,N, 
1651,59462,"Heelstone Energy Holdings, LLC",Freemont Solar Center LLC,NC,North Carolina,Lincoln,FREE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.4,Y,,,,,,N, ,N, 
1652,61119,"SRE Utility Solar 1, LLC",Crestwood Solar Center LLC,NC,North Carolina,Granville,CREST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,4,2016,2016-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.4,Y,,,,,,N, ,N, 
1653,56769,Consolidated Edison Development Inc.,Oro Loma,CA,California,Fresno,ORCA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,1,2017,2017-01-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,27.5,Y,,,,,,N, ,N, 
1654,59139,SunEdison LLC,SunE- E Philadelphia Ontario,CA,California,San Bernardino,12307,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,3,2016,2016-03-01,N/A,N/A,,,,Y,,,,,,,,180.0,12.0,1.0,Y,,,,,,N, ,N, 
1655,61060,Cypress Creek Renewables,Pollocksville Solar,NC,North Carolina,Jones,5MWPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,7.0,Y,,,,,,N, ,N, 
1656,13407,Nevada Power Co,Nellis Solar PV II,NV,Nevada,Clark,NSPV2,OP,Solar Photovoltaic,PV,Electric Utility,1,15.0,11,2015,2015-11-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,18.0,Y,,,,,,N, ,N, 
1657,60281,"Altus Power America Management, LLC",Lillington Solar,NC,North Carolina,Harnett,5MWPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,10,2017,2017-10-01,N/A,N/A,,N,,Y,,,,,,,,180.0,20.0,7.0,Y,,,,,,N, ,N, 
1658,59685,JPMorgan Chase Bank,South Campus Solar,DE,Delaware,New Castle,G1789,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.3,7,2021,2021-07-01,N/A,N/A,,,,Y,,N,,,,,,160.0,3.0,1.8,Y,,,,,,Y,1.8,N, 
1659,59685,JPMorgan Chase Bank,South Campus Solar,DE,Delaware,New Castle,GA500,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,8,2011,2011-08-01,N/A,N/A,,,,Y,,,,,,,,180.0,18.5,0.6,Y,,,,,N,Y,0.6,N, 
1660,58871,Citizens Enterprises Corporation,Hunt Road Solar,MA,Massachusetts,Essex,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.5,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.0,Y,,,,,,N, ,Y,6.0
1661,61060,Cypress Creek Renewables,"Vance Solar Farm, LLC",NC,North Carolina,Vance,NB007,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,1,2016,2016-01-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,7.0,Y,,,,,,N, ,N, 
1662,60990,"Cline Solar, LLC","Cline Solar Farm, LLC",NC,North Carolina,Burke,NB007,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,9,2017,2017-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.9,Y,,,,,,N, ,N, 
1663,61060,Cypress Creek Renewables,"BG Stewart Solar Farm, LLC",NC,North Carolina,Union,NB005,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,11,2015,2015-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.4,Y,,,,,,N, ,N, 
1664,59695,"SunE Solar XVII Project 3, LLC",Fiddler's Canyon 3,UT,Utah,Iron,FID3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,3.9,Y,,,,,,N, ,N, 
1665,64280,"Soluga Solar, LLC",Soluga Farms IV,NC,North Carolina,Cumberland,SFIV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.4,9,2018,2018-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,4.5,Y,,,,,,N, ,N, 
1666,61060,Cypress Creek Renewables,Meadowbrook Solar Farm,NC,North Carolina,Rowan,NB008,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,11,2016,2016-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.8,Y,,,,,,N, ,N, 
1667,61060,Cypress Creek Renewables,"Coats Solar Farm, LLC",NC,North Carolina,Harnett,NB006,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,1,2016,2016-01-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,7.0,Y,,,,,,N, ,N, 
1668,17650,Southern Power Co,RE Tranquillity,CA,California,Fresno,TQ,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,205.3,7,2016,2016-07-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,257.7,Y,,,,,,N, ,N, 
1669,56769,Consolidated Edison Development Inc.,"Great Valley Solar Portfolio Holdings, LLC",CA,California,Fresno,GVS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,60.0,12,2017,2017-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,84.8,Y,,,,,,N, ,N, 
1670,56769,Consolidated Edison Development Inc.,"Great Valley Solar Portfolio Holdings, LLC",CA,California,Fresno,GVS3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2017,2017-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,28.1,Y,,,,,,N, ,N, 
1671,56769,Consolidated Edison Development Inc.,"Great Valley Solar Portfolio Holdings, LLC",CA,California,Fresno,GVS4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2017,2017-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,27.9,Y,,,,,,N, ,N, 
1672,56769,Consolidated Edison Development Inc.,"Great Valley Solar Portfolio Holdings, LLC",CA,California,Fresno,TQ8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,102.5,4,2018,2018-04-01,N/A,N/A,,Y,,,,,,,,,,0.0, ,141.0,Y,,,,,,N, ,N, 
1673,64629,Clearway Renewable Operation & Maintenance LLC,"Iron Springs Solar, LLC",UT,Utah,Iron,ISS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,8,2016,2016-08-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,100.0,Y,,,,,,N, ,N, 
1674,63249,Terraform Arcadia,Morgan Lancaster 1,CA,California,Los Angeles,ML1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,9,2015,2015-09-01,N/A,N/A,,,Y,,,,,,,,, , ,1.8,Y,,,,,N,Y,1.8,N, 
1675,65411,Duke Energy Renewables Services,"Conetoe II Solar, LLC",NC,North Carolina,Edgecombe,CONE1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,112.0,Y,,,,,,N, ,N, 
1676,64629,Clearway Renewable Operation & Maintenance LLC,"Granite Mountain Solar West, LLC",UT,Utah,Iron,GMSW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.4,9,2016,2016-09-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,62.5,Y,,,,,,N, ,N, 
1677,64629,Clearway Renewable Operation & Maintenance LLC,"Granite Mountain Solar East, LLC",UT,Utah,Iron,GMSE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,9,2016,2016-09-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,101.3,Y,,,,,,N, ,N, 
1678,59710,"SR Camden, LLC",SR Camden,AR,Arkansas,Calhoun,AERO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,45.0,16.6,,Y,,,,,N, ,N, 
1679,59711,Bakersfield 111 LLC,Bakersfield 111,CA,California,Kern,BF111,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.4,7,2015,2015-07-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,1.8,Y,,,,,,N, ,N, 
1680,63026,"Oppidum Renewables USA, LLC",Yadkinville Solar,NC,North Carolina,Yadkin,YAK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.5,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,4.8,Y,,,,,,N, ,N, 
1681,61857,Five Forks Solar,Five Forks Solar,NC,North Carolina,Warren,5FRK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2019,2019-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,26.0,Y,,,,,,N, ,N, 
1682,6455,"Duke Energy Florida, LLC",Osceola Solar Facility,FL,Florida,Osceola,XXXXX,OP,Solar Photovoltaic,PV,Electric Utility,1,3.8,3,2016,2016-03-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,4.7,Y,,,,,,N, ,N, 
1683,61119,"SRE Utility Solar 1, LLC",ESA Smithfield,NC,North Carolina,Johnston,GEN01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,10,2015,2015-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.3,Y,,,,,,N, ,N, 
1684,61119,"SRE Utility Solar 1, LLC",ESA Selma,NC,North Carolina,Johnston,GEN02,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,9,2015,2015-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.3,Y,,,,,,N, ,N, 
1685,59716,SunE DB24 LLC,Milford 2,UT,Utah,Beaver,MIL2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,3.8,Y,,,,,,N, ,N, 
1686,61012,AES Distributed Energy,Western Antelope Blue Sky B,CA,California,Los Angeles,WABSB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,25.9,Y,,,,,,N, ,N, 
1687,61012,AES Distributed Energy,North Lancaster Ranch,CA,California,Los Angeles,NLR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,22.5,Y,,,,,,N, ,N, 
1688,61012,AES Distributed Energy,Central Antelope Dry Ranch C,CA,California,Los Angeles,CADRC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,5,2016,2016-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,22.5,Y,N,,,,,N, ,N, 
1689,61012,AES Distributed Energy,Elevation Solar C,CA,California,Los Angeles,ELVSC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,40.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,51.1,Y,,,,,,N, ,N, 
1690,3046,Duke Energy Progress - (NC),Camp Lejeune Solar and Energy Storage,NC,North Carolina,Onslow,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,12.8,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,17.3,Y,,,,,,N, ,N, 
1691,60054,Duke Energy Florida Solar Solutions,Walt Disney World Solar Facility,FL,Florida,Orange,WDS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,3,2016,2016-03-01,N/A,N/A,,,,Y,,,,,,,,195.0,20.0,5.0,,Y,,,,,N, ,N, 
1692,59727,RE Astoria LLC,RE Astoria,CA,California,Kern,ASTR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,130.8,Y,,,,,,N, ,N, 
1693,59728,RE Astoria 2 LLC,RE Astoria 2,CA,California,Kern,ASTR2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,75.0,12,2016,2016-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,94.9,Y,,,,,,N, ,N, 
1694,60496,"Adapture Renewables, Inc.","Adapture CA2, LLC",CA,California,Glenn,ECA22,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,3,2016,2016-03-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,2.0,Y,,,,,,N, ,N, 
1695,59736,Columbia Solar Energy LLC,"Columbia Solar Energy, LLC",CA,California,Contra Costa,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.2,10,2015,2015-10-01,N/A,N/A,,,,Y,,,,,,,,203.0,20.0,25.4,Y,,,,,,N, ,N, 
1696,61227,Nautilus Solar Solutions,Mashpee Landfill Solar,MA,Massachusetts,Barnstable,MASH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,9,2014,2014-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,1.8,Y,,,,,,Y,1.8,N, 
1697,9267,"Hoosier Energy R E C, Inc",New Castle Solar RES,IN,Indiana,Henry,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,1,2016,2016-01-01,N/A,N/A,,Y,,,,,,,,,,90.0,45.0,1.3,Y,,,,,,N, ,N, 
1698,9267,"Hoosier Energy R E C, Inc",Scotland Solar RES,IN,Indiana,Greene,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,11,2015,2015-11-01,N/A,N/A,,Y,,,,,,,,,,70.0,45.0,1.3,Y,,,,,,N, ,N, 
1699,9267,"Hoosier Energy R E C, Inc",New Haven Solar RES,IN,Indiana,Spencer,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,9,2016,2016-09-01,N/A,N/A,,Y,,,,,,,,,,90.0,45.0,1.3,Y,,,,,,N, ,N, 
1700,9267,"Hoosier Energy R E C, Inc",Lanesville Solar RES,IN,Indiana,Harrison,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1701,9267,"Hoosier Energy R E C, Inc",Ellettsville Solar RES,IN,Indiana,Monroe,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,10,2016,2016-10-01,N/A,N/A,,Y,,,,,,,,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1702,9267,"Hoosier Energy R E C, Inc",Henryville Solar RES,IN,Indiana,Clark,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,9,2016,2016-09-01,N/A,N/A,,Y,,,,,,,,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1703,9267,"Hoosier Energy R E C, Inc",Spring Mill Solar RES,IN,Indiana,Lawrence,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,9,2017,2017-09-01,N/A,N/A,,Y,,,,,,,,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1704,9267,"Hoosier Energy R E C, Inc",Decatur Co. Solar RES (IN),IN,Indiana,Decatur,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,9,2017,2017-09-01,N/A,N/A,,Y,,,,,,,,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1705,9267,"Hoosier Energy R E C, Inc",Jackson Co. Solar RES,IN,Indiana,Jackson,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,9,2017,2017-09-01,N/A,N/A,,Y,,,,,,,N,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1706,9267,"Hoosier Energy R E C, Inc",Johnson Co. Solar RES,IN,Indiana,Johnson,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.1,10,2016,2016-10-01,N/A,N/A,,Y,,,,,,,,,,90.0,52.0,1.3,Y,,,,,,N, ,N, 
1707,6452,Florida Power & Light Co,Babcock Solar Energy Center Hybrid,FL,Florida,Charlotte,1,OP,Solar Photovoltaic,PV,Electric Utility,1,74.5,12,2016,2016-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,20.0,114.7,Y,,,,,N,N, ,N, 
1708,17650,Southern Power Co,RE Roserock,TX,Texas,Pecos,ROSEK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,160.0,11,2016,2016-11-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,212.1,Y,,,,,,N, ,N, 
1709,58970,"Ecoplexus, Inc",Boykin PV1,NC,North Carolina,Cumberland,BOYK1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,12,2020,2020-12-01,N/A,N/A,,,Y,,,,,,,,, , ,20.0,Y,,,,,N,N, ,N, 
1710,61298,Pine Gate Renewables,High Shoals PV1,NC,North Carolina,Gaston,HISHO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,4,2022,2022-04-01,N/A,N/A,,Y,,N,,,,,,,,180.0, ,22.5,Y,,,,,,N, ,N, 
1711,58970,"Ecoplexus, Inc",Ouchchy PV1,NC,North Carolina,Orange,OUCH1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,12,2015,2015-12-01,N/A,N/A,,,,Y,,,,,,,,190.0,20.0,4.0,Y,,,,,,N, ,N, 
1712,60507,"Fresh Air Energy XXXV, LLC",Turkey Creek PV1,NC,North Carolina,Northampton,TRKCK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.5,2,2017,2017-02-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,16.8,Y,,,,,,N, ,N, 
1713,58970,"Ecoplexus, Inc",Vaughn Creek PV1,NC,North Carolina,Hertford,VNCRK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,12,2017,2017-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,26.0,Y,,,,,,N, ,N, 
1714,60790,Clarkstown Solar LLC,Clarkstown Landfill Solar Facility,NY,New York,Rockland,INV#1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2014,2014-12-01,N/A,N/A,,,,Y,,,,,,,,109.0,45.0,1.1,,,Y,,,,N, ,N, 
1715,60790,Clarkstown Solar LLC,Clarkstown Landfill Solar Facility,NY,New York,Rockland,INV#2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2014,2014-12-01,N/A,N/A,,,,Y,,,,,,,,109.0,45.0,1.1,,,Y,,,,N, ,N, 
1716,6452,Florida Power & Light Co,Daytona International Speedway Solar,FL,Florida,Volusia,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.6,5,2016,2016-05-01,N/A,N/A,,,,Y,,,,,,,,195.0,20.0,1.8,Y,,,,,N,N, ,N, 
1717,6452,Florida Power & Light Co,FIU Solar,FL,Florida,Miami Dade,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.2,5,2016,2016-05-01,N/A,N/A,,,,Y,,,,,,,,195.0,20.0,1.4,Y,,,,,N,N, ,N, 
1718,17650,Southern Power Co,Morelos del Sol,CA,California,Kern,MORLS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,11,2015,2015-11-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,18.7,,,,Y,,,N, ,N, 
1719,59744,"Solar Star Colorado III, LLC",Hooper Solar,CO,Colorado,Alamosa,SCCO3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,52.0,12,2015,2015-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,58.0,Y,,,,,,N, ,N, 
